keywords,year,_metaphor,_author,_url,id,bin,bin_start
"Plant,Mineral",1800,"""Judge not the Man by his exterior part: / Virtue's strong root in every soil will grow, / Rich ores lie buried under piles of snow""","Cumberland, Richard (1732-1811)",http://metaphors.lib.virginia.edu/metaphors/16106,landscape_root_soil_rich_ores_buried_pil_12469,1800-1900,1800
Mineral,1700,"""Aided by this brave friend, whose soul is steel'd / With dauntless resolution, though the ghosts / Of all her race rise grinning from the tomb, / And in their cause auxiliar furies join; / Intrepid we'll persue our bold career; / Pitch the sure toils, and rouze the fated deer.""","Fenton, Elijah (1683-1730)",http://metaphors.lib.virginia.edu/metaphors/22478,portrait_soul_steel_dauntless_resolutio_4281,1700-1750,1700
War,1700,"""Then her physicians with the opiate charm / Of gentle sleep, her fainting senses bound, / And hush'd the warring passions into peace.""","Fenton, Elijah (1683-1730)",http://metaphors.lib.virginia.edu/metaphors/22479,landscape_warring_passions_peace_4282,1700-1750,1700
Weather,1700,"""The fair offended seems to shun me now: / How shall I calm the tempest of her Soul!""","Fenton, Elijah (1683-1730)",http://metaphors.lib.virginia.edu/metaphors/22480,landscape_tempest_4283,1700-1750,1700
Fetters,1800,"""Draw close those ties, so fine and yet so strong, / That gently lead the willing soul along, / Nor crush beneath oppression's iron rod / The kindred image of the parent God; / Nor think that rigour's galling chains can bind / The native force of the superior mind.""","Grant [née MacVicar], Anne (1755-1838)",http://metaphors.lib.virginia.edu/metaphors/18871,still_life_ties_beneath_iron_rod_chains_12481,1800-1900,1800
Animals,1700,"""The balm of sleep / Can ne'er refresh these eyes, 'till the pale hand / Of death shall draw their curtains, and exclude / The busy buzzing swarm of stinging thoughts.""","Fenton, Elijah (1683-1730)",http://metaphors.lib.virginia.edu/metaphors/22487,still_life_curtains_buzzing_swarm_4290,1700-1750,1700
Animals,1800,"""But if a youth is once inspir'd, he'll find / He cannot void the poison from his mind; / No more than could the fish when snared withdraw / The crooked steel from his tormented jaw.""","Duncombe, John (1729-1786) [Editor]",http://metaphors.lib.virginia.edu/metaphors/19882,still_life_fish_crooked_steel_12489,1800-1900,1800
Government,1800,"""Friends, parents, relatives, hope, reason, love,"" may ""With anxious ardour for that empire strove""","Crabbe, George (1754-1832)",http://metaphors.lib.virginia.edu/metaphors/16124,portrait_strove_empire_12495,1800-1900,1800
"Government,War",1700,"""Beauclair was more gallant; and believing that if ever he desir'd any greater Testimonies of the Conquest he had made of her Heart, than what her Eyes declar'd, now was the Time to obtain them.""","Haywood [née Fowler], Eliza (1693?-1756)",http://metaphors.lib.virginia.edu/metaphors/11309,landscape_conquest_obtain_greater_testim_4307,1700-1750,1700
Light,1800,"An idea ""too oft survey'd, / Beneath the ardent beam of Thought shall fade""","Seward, Anna (1742-1809)",http://metaphors.lib.virginia.edu/metaphors/16147,still_life_beam_12504,1800-1900,1800
Body,1700,"Fancy may stoop ""to court the Aid of Sense, / Unable to conceive such Excellence!""","Haywood [née Fowler], Eliza (1693?-1756)",http://metaphors.lib.virginia.edu/metaphors/11372,still_life_stoop_4313,1700-1750,1700
Body,1700,"""Lord! whatsoever Sorrows Rack my Breast, /  Till Crime removes too, let me find no Rest.""","Defoe, Daniel (1660?-1731)",http://metaphors.lib.virginia.edu/metaphors/18630,landscape_sorrows_rest_4318,1700-1750,1700
Government,1700,"""My Sister weeping! Tho' her Reason governs, / I judge her Grief for Cassius, by my own.""","Sheffield, John, first duke of Buckingham and Normanby (1647-1721)",http://metaphors.lib.virginia.edu/metaphors/12280,still_life_reason_governs_4319,1700-1750,1700
Uncategorized,1700,"""My Tongue has slipp'd, and quite deceiv'd my Heart, / That melts like Wax before your hottest Anger""","Sheffield, John, first duke of Buckingham and Normanby (1647-1721)",http://metaphors.lib.virginia.edu/metaphors/12303,landscape_like_wax_4320,1700-1750,1700
"Light,Visual Arts",1800,"Two cause  produce the vanishing of internal images; ""viz. the mind not having dwelt upon the originals of those its pictures often enough to make their image strong and vivid after long absence; --and, its too frequently casting upon such inshrined resemblances, the dazzling light of fervent meditation.""","Seward, Anna (1742-1809)",http://metaphors.lib.virginia.edu/metaphors/16156,still_life_viz_pictures_often_upon_dazzli_12512,1800-1900,1800
Mineral,1800,"The poor live ""'midst luxury, wanting daily bread: / While hard unfeeling instruments of state, / With iron bosoms aggravate their fate""","Stockdale, Percival (1736-1811)",http://metaphors.lib.virginia.edu/metaphors/16163,landscape_instruments_iron_bosoms_12513,1800-1900,1800
Mineral,1800,"""And let thy rage, with fancied wrongs insane, / Steel every thought with Delia's proud disdain""","Seward, Anna (1742-1809)",http://metaphors.lib.virginia.edu/metaphors/16169,still_life_fancied_steel_every_12517,1800-1900,1800
Mineral,1700,"""Sure thou wilt weep, and tender sorrows feel; / Nor flint thy heart, nor is thy breast of steel.""","Welsted, Leonard (1688-1747)",http://metaphors.lib.virginia.edu/metaphors/15144,still_life_thy_steel_flint_thy_steel_4331,1700-1750,1700
"Population,Music",1700,"""The Soul resides eminently in the Brain, where all the Nervous Fibres terminate inwardly, like a Musician by a well-tuned Instrument, which has Keys within, on which it may play, and without, on which other Persons and Bodies may also play.""","Cheyne, George (1671-1743)",http://metaphors.lib.virginia.edu/metaphors/19580,landscape_resides_eminently_persons_musi_4332,1700-1750,1700
Fetters,1800,"""Years pass away--let us suppose them past, / Th' accomplish'd nymph for freedom looks at last; / All hardships over, which a school contains, / The spirit's bondage and the body's pains; / Where teachers make the heartless, trembling set / Of pupils suffer for their own regret.""","Crabbe, George (1754-1832)",http://metaphors.lib.virginia.edu/metaphors/19390,portrait_accomplish_bondage_set_suffer_12526,1800-1900,1800
Population,1700,"""yet the soul, / Like a soft babe, inur'd to foolish fondness, / Is hard to wean from wailing.""","Savage, Richard (1697/8-1743)",http://metaphors.lib.virginia.edu/metaphors/22242,landscape_soft_babe_inur_4350,1700-1750,1700
"Uncategorized,Weather",1700,"""Your passions late were wing'd, like vengeful whirlwinds, / Now they sink, sighing, to a gale of sorrow!""","Savage, Richard (1697/8-1743)",http://metaphors.lib.virginia.edu/metaphors/22243,seascape_whirlwinds_gale_wing_whirlwind_4351,1700-1750,1700
Fire,1800,Fancy may be kindled,"Barbauld, Anna Letitia [née Aikin] (1743-1825)",http://metaphors.lib.virginia.edu/metaphors/16201,still_life_may_kindled_12545,1800-1900,1800
Government,1800,Love or Pride may be a master-passion,"Crabbe, George (1754-1832)",http://metaphors.lib.virginia.edu/metaphors/16202,portrait_master_passion_12546,1800-1900,1800
Fire,1700,"""When honour lights up love, / Th' illumin'd soul burns lambent with a flame, / Pure as the hallow'd altars--Such my hope!""","Savage, Richard (1697/8-1743)",http://metaphors.lib.virginia.edu/metaphors/22247,landscape_burns_lambent_flame_pure_4354,1700-1750,1700
Optics,1800,"""The eye, which speaks the soul divine, / The face, which shews the nobler mind, / As on the mirror living objects shine, / In earth or heavens, what beams there so refin'd?""","Dyer, George (1755-1841)",http://metaphors.lib.virginia.edu/metaphors/16207,portrait_mirror_12548,1800-1900,1800
"Fire,Uncategorized",1700,"""All my fierce passions rise with that reflection, / Inward they rage--a winding train takes fire, / The flashy blaze runs swift thro' ev'ry vein, / And my brain splits with agony!""","Savage, Richard (1697/8-1743)",http://metaphors.lib.virginia.edu/metaphors/22246,landscape_winding_train_takes_blaze_swif_4353,1700-1750,1700
Government,1800,Country's love may be a ruling passion,"Cumberland, Richard (1732-1811)",http://metaphors.lib.virginia.edu/metaphors/16214,landscape_ruling_passion_12555,1800-1900,1800
Money,1800,"""No, my generous friend, the Admiral's heart is gold, and I might coin it""","Cumberland, Richard (1732-1811)",http://metaphors.lib.virginia.edu/metaphors/16215,portrait_gold_12556,1800-1900,1800
Government,1800,"Shakespeare, ""born for British minds alone, / To them has Fancy's boundless empire shewn""","Grant [née MacVicar], Anne (1755-1838)",http://metaphors.lib.virginia.edu/metaphors/16224,landscape_boundless_shewn_empire_12566,1800-1900,1800
"Eating and Drinking,Impressions",1700,"""Reading the Salutary Maxims of Wise Men, with Attention, digesting them by Meditation, and imprinting them on the Memory, by frequent Recollection, is a Mind-Diet or Regimen, which will, in a short Time, restore Health to a decayed Constitution, and add incredible Vigour, to a Weak and Languishing Understanding.""","Hill, Aaron (1685-1750)",http://metaphors.lib.virginia.edu/metaphors/22271,still_life_attention_imprinting_diet_regi_4375,1700-1750,1700
"Weather,Liquid",1700,"""Passion's wild Influence ebb'd, and flow'd, my Mind; / As Seas drive diff'rent, with the changing Wind.""","Hill, Aaron (1685-1750)",http://metaphors.lib.virginia.edu/metaphors/22273,seascape_flow_seas_drive_drive_changing_4377,1700-1750,1700
Music,1700,"""There is more Harmony, in Love, than in Musick: A Harmony! like that which the old Philosophers imputed to the Spheres! Only Two Spheres are acted; by one, and the same, Intelligence. For the Strings of Two Hearts sympathize, like those of Two Lutes, with correspondent Trepidations.""","Hill, Aaron (1685-1750)",http://metaphors.lib.virginia.edu/metaphors/22282,still_life_harmony_harmony_like_spheres_a_4380,1700-1750,1700
"Population,Optics",1800,"""Thus does the brain awhile conceive, / Its brilliant fancies, and believe;-- / And oh! those glowing hopes remain / A dazzling, yet deceitful train;-- / And many a liken'd image find, / Upon the mirror of the mind""","Reynolds, John Hamilton (1796-1852)",http://metaphors.lib.virginia.edu/metaphors/16238,still_life_oh_train_upon_image_find_upon__12574,1800-1900,1800
Light,1700,"""Like Divinities quitting their Shrines, they disrobe themselves of their Bodies; and intermingle their meeting Minds, as we see Two Lights incorporate.--Their Souls glide out, from their Eyes, to snatch Embraces, at a Distance; and return, inrich'd, with the fancy'd Treasure.""","Hill, Aaron (1685-1750)",http://metaphors.lib.virginia.edu/metaphors/22287,still_life_see_two_lights_incorporate_dis_4384,1700-1750,1700
"Optics,Architecture",1800,"""All, in a word, from which all eyes must start, / That opening sepulchre, the naked heart / Bares with its buried woes--till Pride awake, / To snatch the mirror from the soul, and break.""","Byron, George Gordon Noel, sixth Baron Byron (1788-1824)",http://metaphors.lib.virginia.edu/metaphors/16242,landscape_word_sepulchre_snatch_mirror_b_12577,1800-1900,1800
Dress,1800,"""Reason's powers, by studious care refined, / In moral graces dress the chasten'd mind.""","Grant [née MacVicar], Anne (1755-1838)",http://metaphors.lib.virginia.edu/metaphors/16247,still_life_refined_dress_12580,1800-1900,1800
Light,1800,"""Her steady lamp shall pour its guiding ray, / And shed on lowliest minds celestial day.""","Grant [née MacVicar], Anne (1755-1838)",http://metaphors.lib.virginia.edu/metaphors/16248,still_life_lamp_ray_day_12581,1800-1900,1800
Impressions,1600,"""Assure him from me, that my Heart never receiv'd an Impression before.""","Aulnoy, Madame d' (Marie-Catherine) (1650/51-1705)",http://metaphors.lib.virginia.edu/metaphors/22589,landscape_impression_4393,1600-1700,1600
Motion,1800,"""Upon such expressions of affection, Fanny could have lived an hour without saying another word; but Edmund, after waiting a moment, obliged her to bring down her mind from its heavenly flight by saying, 'But what is it that you want to consult me about?'""","Austen, Jane (1775-1817)",http://metaphors.lib.virginia.edu/metaphors/18636,landscape_heavenly_flight_12589,1800-1900,1800
Impressions,1600,"""Before I had seen her, nothing cou'd be equal to my Ambition; but now her Charms have made so deep an Impression in my Heart, that all other Passions have submitted to my transcendent Love.""","Aulnoy, Madame d' (Marie-Catherine) (1650/51-1705)",http://metaphors.lib.virginia.edu/metaphors/22599,landscape_charms_made_impression_4401,1600-1700,1600
War,1700,"""The working Soul, unexercis'd abroad, / 
Like martial Nations, turns its numerous Powers / Upon its self; and sunk by native Weight,  / Begins intestine Broils, and War at Home.""","Jeffreys, George (1678-1755)",http://metaphors.lib.virginia.edu/metaphors/21295,landscape_nations_war_home_4404,1700-1750,1700
"Body,Population,Uncategorized",1800,"""How then should matron Mind, with filial fear, / Judge all the embryo thoughts engender'd there""","Woodhouse, James (bap. 1735, d. 1820)",http://metaphors.lib.virginia.edu/metaphors/16253,portrait__embryo_judge_12605,1800-1900,1800
Uncategorized,1700,"""No, no, there was a Dart struck into the Liver; there was a secret Hell within, even all the while, when our Joy was at the highest.""","Defoe, Daniel (1660?-1731)",http://metaphors.lib.virginia.edu/metaphors/19009,landscape_secret_hell_within_4423,1700-1750,1700
"Uncategorized,Light,Architecture",1700,"""The true Use of Titles, is, That they may serve, as shining Lights, to lay open and illustrate, the spacious Chambers of a Mind well-furnished.""","Hill, Aaron (1685-1750)",http://metaphors.lib.virginia.edu/metaphors/22278,still_life_shining_lights_open_open_spaci_4433,1700-1750,1700
Impressions,1800,"""And when such Souls with pure impressions glow, / Love's labour's alway sweet, and seldom slow.""","Woodhouse, James (bap. 1735, d. 1820)",http://metaphors.lib.virginia.edu/metaphors/16285,portrait_pure_impressions_glow_12628,1800-1900,1800
"Population,Uncategorized",1700,"""Vanity is a lurking subtile Thief, that works itself insensibly into our Bosoms, and while we declare our dislike to it, know not 'tis so near us; every body being (as a witty Gentleman has somewhere said) provided with a Racket to strike it from themselves.""","Davys, Mary (1674-1732)",http://metaphors.lib.virginia.edu/metaphors/11486,still_life_subtile_thief_works_body_provi_4440,1700-1750,1700
Mineral,1800,"""Oft curv'd his neck, borne down by injur'd heart-- / Steel'd his torn breast to bear sarcastic dart--""","Woodhouse, James (bap. 1735, d. 1820)",http://metaphors.lib.virginia.edu/metaphors/16298,still_life_steel_12641,1800-1900,1800
Mineral,1800,"""What strange astonishment such Fools must feel / When told her Heart was hard as temper'd steel;""","Woodhouse, James (bap. 1735, d. 1820)",http://metaphors.lib.virginia.edu/metaphors/16300,still_life_steel_12643,1800-1900,1800
"Uncategorized,Impressions",1700,"""I wou'd have all those soft-hearted Ladies that are impress'd like Wax, read Quevedo's 'Vision of Loving-Fools.'""","Davys, Mary (1674-1732)",http://metaphors.lib.virginia.edu/metaphors/11488,portrait_like_wax_read_impress_4452,1700-1750,1700
Body,1800,"""But, tho' thy mental eye no Sprites discern,""","Woodhouse, James (bap. 1735, d. 1820)",http://metaphors.lib.virginia.edu/metaphors/16306,portrait_mental_eye_12647,1800-1900,1800
Light,1800,"""Yet Wit, and Wisdom, Folly's shame to shun, / Will say 'tis heavenly Moonshine, not the Sun-- / Not suffer Pride to praise its feeble glow, / Beyond Heav'n's brighter beams which blaze below; / But like a Lamp, or Candle, keep its place, / To light Man's Mind with Truths of terrene Race.""","Woodhouse, James (bap. 1735, d. 1820)",http://metaphors.lib.virginia.edu/metaphors/16313,still_life_beams_lamp_candle_keep_light_m_12650,1800-1900,1800
Population,1700,"""Come, Reader, learn here what thou art, come see / Thy inmost Pow'rs; acquaint thy self with Thee, / View here the secret and mysterious Guest, / The Tenant, yet the Stranger of thy Breast""","Glanvil, John (1664-1735)",http://metaphors.lib.virginia.edu/metaphors/11507,still_life_guest_tenant_yet_stranger_secr_4458,1700-1750,1700
Light,1800,"""The common Sense of faithful Christians flout, / And puff Heav'n-lighted lamps of Reason, out!""","Woodhouse, James (bap. 1735, d. 1820)",http://metaphors.lib.virginia.edu/metaphors/16316,landscape_lighted_lamps_12652,1800-1900,1800
Light,1800,"""Should Reason trim her lamp of heavenly light, / To show such shameless, rash, example right""?","Woodhouse, James (bap. 1735, d. 1820)",http://metaphors.lib.virginia.edu/metaphors/16317,still_life_lamp_light_12653,1800-1900,1800
Architecture,1700,"""To whom the Queen, (whilst yet her pensive mind  / Was in the silent gates of sleep confin'd)  / O sister, to my soul for ever dear, / Why this first visit to reprove my fear?""","Pope, Alexander (1688-1744), Broome, W. and Fenton, E.",http://metaphors.lib.virginia.edu/metaphors/11517,still_life_mind_gates_confin_4462,1700-1750,1700
Uncategorized,1800,"""And may not humblest, meekest, Christian's Mind / Investigate the good of all Mankind? / Bring Truth and Justice to their Judgment's test, / And try, by Reason's balance what weighs best?""","Woodhouse, James (bap. 1735, d. 1820)",http://metaphors.lib.virginia.edu/metaphors/16329,still_life_balance_weighs_best_12662,1800-1900,1800
Liquid,1700,Tears may melt a manly mind,"Pope, Alexander (1688-1744), Broome, W. and Fenton, E.",http://metaphors.lib.virginia.edu/metaphors/11530,portrait_may_melt_4475,1700-1750,1700
Animals,1700,"""The similitude it self is very expressive; as the mastiff barks to guard her young, so labours the soul of Ulysses in defence of his Son and Wife, Penelope and Telemachus. ""","Pope, Alexander (1688-1744), Broome, W. and Fenton, E.",http://metaphors.lib.virginia.edu/metaphors/11545,landscape_mastiff_barks_young_4487,1700-1750,1700
Impressions,1800,"""'Whate'er thy title, from my grateful heart / 'Ne'er can th' impression of thy zeal depart.""","Burges, Sir James Bland (1752-1824)",http://metaphors.lib.virginia.edu/metaphors/16361,landscape_impression_thy_12685,1800-1900,1800
Optics,1800,"""Here, true to nature's feelings, find / A living mirror in each mind.""","Story, Robert (1795-1860)",http://metaphors.lib.virginia.edu/metaphors/16363,still_life_mirror_12686,1800-1900,1800
"Uncategorized,Architecture",1700,"""[T]he body it self was suppos'd to be the infernal receptacle of the Soul, into which she descended as into a prison, from above; this was thought the sepulchre of the Soul, and the cave of Pluto""","Pope, Alexander (1688-1744), Broome, W. and Fenton, E.",http://metaphors.lib.virginia.edu/metaphors/11561,landscape_sepulchre_cave_sepulchre_cave_4500,1700-1750,1700
Mineral,1800,"""And Love, which lent a blazon to their shields, / With emblems well devised by amorous pride, / Through all the mail of iron hearts would glide.""","Byron, George Gordon Noel, sixth Baron Byron (1788-1824)",http://metaphors.lib.virginia.edu/metaphors/17162,still_life_emblems_well_iron_hearts_12699,1800-1900,1800
Government,1800,"""[T]o conceal, / With a proud caution, love, or hate, or aught,-- / Passion or feeling, purpose, grief, or zeal,-- / Which is the tyrant Spirit of our thought, / Is a stern task of soul.""","Byron, George Gordon Noel, sixth Baron Byron (1788-1824)",http://metaphors.lib.virginia.edu/metaphors/17165,portrait_tyrant_spirit_12702,1800-1900,1800
Dress,1800,"""I stood / Among them, but not of them--in a shroud / Of thoughts which were not their thoughts, and still could, / Had I not filed my mind, which thus itself subdued.""","Byron, George Gordon Noel, sixth Baron Byron (1788-1824)",http://metaphors.lib.virginia.edu/metaphors/17166,landscape_shroud_subdued_12703,1800-1900,1800
Animals,1800,"""The impression slides off from the eye, and does not, like the tones of Titian's pencil, leave a sting behind it in the mind of the spectator.""","Hazlitt, William (1778-1830)",http://metaphors.lib.virginia.edu/metaphors/17338,still_life_leave_sting_behind_12704,1800-1900,1800
Fetters,1800,"""Nor wide stretched lands, nor interposing deep, / Can check the progess of th’ unfetter’d soul.""","Carter, Elizabeth (1717-1806)",http://metaphors.lib.virginia.edu/metaphors/18786,landscape_unfetter_’_12707,1800-1900,1800
Body,1700,"""The Mind has its peculiar Features as well as the Body; and these must be represented in their genuine and native Colours, that so the Picture may strike, and every Reader, who is concern’d in the Work, may presently discover himself; and those, who are unconcern’d may, nevertheless, immediately perceive a just Correspondence between that Piece and Nature.""","Gally, Henry (bap. 1696, d. 1769)",http://metaphors.lib.virginia.edu/metaphors/22846,portrait_peculiar_features_well_body_mu_4519,1700-1750,1700
Body,1700,"""We have all of us different Souls, and our Souls have Affections as different from one another, as our outward Faces are in their Lineaments.""","Gally, Henry (bap. 1696, d. 1769)",http://metaphors.lib.virginia.edu/metaphors/22849,portrait_outward_faces_4522,1700-1750,1700
Government,1800,"""Lust is the master passion.""","Gifford, William (1756-1826)",http://metaphors.lib.virginia.edu/metaphors/16376,portrait_master_passion_12716,1800-1900,1800
Government,1800,"""And, as the Mistress of the Soul, / Let mild Religion crown the whole.""","Combe, William (1742 -1823)",http://metaphors.lib.virginia.edu/metaphors/16378,still_life_whole_crown_religion_12718,1800-1900,1800
War,1700,"""If you were in a Condition (said she merrily) I should be half in hope it was of your Heart I had made so great a Conquest""","Haywood [née Fowler], Eliza (1693?-1756)",http://metaphors.lib.virginia.edu/metaphors/11480,portrait_heart_conquest_4528,1700-1750,1700
Uncategorized,1800,"A certain sense of right and wrong may be ""kneaded in a mind so young""","Combe, William (1742 -1823)",http://metaphors.lib.virginia.edu/metaphors/16382,landscape_kneaded_12722,1800-1900,1800
Architecture,1700,"""But alas! what Courage, what Discretion, what cool Reserve, what Sanctity of Wishes can defend the Heart, when once the God of Love has found an Entrance there!""","Haywood [née Fowler], Eliza (1693?-1756)",http://metaphors.lib.virginia.edu/metaphors/11497,landscape_found_entrance_4531,1700-1750,1700
"Government,Container,Geography,Population",1700,"""[Love] that Tyrant Passion lords it o'er the Mind, fills every Faculty, and leaves no room for any other Thought--drives Consideration far away--overturns Reflection-- and permits no Image but itself to dwell in Fancy's Region""","Haywood [née Fowler], Eliza (1693?-1756)",http://metaphors.lib.virginia.edu/metaphors/11498,landscape_tyrant_passion_lords_er_mind_f_4532,1700-1750,1700
War,1800,"""She now learn'd those mysterious arts / Which Fashion plies to conquer hearts""","Combe, William (1742 -1823)",http://metaphors.lib.virginia.edu/metaphors/16384,still_life_conquer_hearts_12724,1800-1900,1800
Container,1700,"""It would be as impossible to describe the Astonishment, and pleas'd Admiration, which fill'd the Soul of Felisinda, at so uncommon a proof of disinterested Affection, as it wou'd the Vexation of Alvario, when by the same Messenger he receiv'd a Letter from Don Carlos, containing these Lines.""","Haywood [née Fowler], Eliza (1693?-1756)",http://metaphors.lib.virginia.edu/metaphors/21233,portrait_astonishment_admiration_fill_w_4535,1700-1750,1700
Impressions,1800,"""Doctrines, by the Nurses taught, / Are fix'd for ever in the thought: / The fair Impression then pursue, / Of what is just, and what is true""","Combe, William (1742 -1823)",http://metaphors.lib.virginia.edu/metaphors/16389,landscape_fair_impression_12729,1800-1900,1800
Plant,1800,"""The seeds, in earliest Childhood sown / As buds, will in the Boy be known: / In Youth, as blossoms will appear, / And in full Manhood, fruitage bear.""","Combe, William (1742 -1823)",http://metaphors.lib.virginia.edu/metaphors/16390,landscape_seeds_buds_buds_blossoms_bear__12730,1800-1900,1800
Government,1700,"""Let reason rule the sallies of the mind""","Pitt, Christopher (1699-1748)",http://metaphors.lib.virginia.edu/metaphors/11468,still_life_rule_sallies_4539,1700-1750,1700
Geography,1700,"""Rais'd on the noble prospect of the mind, / From that proud eminence they view mankind""","Pitt, Christopher (1699-1748)",http://metaphors.lib.virginia.edu/metaphors/11470,landscape_prospect_4541,1700-1750,1700
Population,1800,"""bring a mind, / Where legal and where moral sense are join'd, / With the pure essence; holy thoughts, that dwell / In the soul's most retired, and sacred cell""","Gifford, William (1756-1826)",http://metaphors.lib.virginia.edu/metaphors/16398,still_life_legal_dwell_retired_12734,1800-1900,1800
War,1700,"One may find ""his own Affections ... impossible to conquer, or bring into any bounds of Reason.""","Barker, Jane (1675-1743)",http://metaphors.lib.virginia.edu/metaphors/11569,landscape_conquer_4548,1700-1750,1700
Writing,1700,"""As to the understanding, [Epicurus] believ'd, That at first it had no ideas; that it was a kind of tabula rasa; and that, when the organs of the body are form'd, its knowledge of things increases gradually by the mediation of the senses.""","Fénelon, François de Salignac de la Mothe (1651-1715); Anonymous",http://metaphors.lib.virginia.edu/metaphors/11587,still_life_kind_tabula_rasa_form_4554,1700-1750,1700
Writing,1800,"""My mind became the book through which I grew / Wise in all human wisdom""","Shelley, Percy Bysshe (1792-1822)",http://metaphors.lib.virginia.edu/metaphors/16420,portrait_book_12746,1800-1900,1800
Uncategorized,1800,"""But the dark fiend who with his iron pen / Dipped in scorn's fiery poison, makes his fame / Enduring there, would o'er the heads of men / Pass harmless, if they scorned to make their hearts his den.""","Shelley, Percy Bysshe (1792-1822)",http://metaphors.lib.virginia.edu/metaphors/16430,landscape_harmless_make_den_12751,1800-1900,1800
Uncategorized,1700,"""If this be the Case, it dictates the Necessity of early Education of Children, in whom, not the Soul only but the organick Powers are, as a Lump of soft Wax, which is always ready to receive any Impression; but if harden'd, grow callous, and stubborn, and like what we call Sealing-Wax, obstinately refuse the Impression of the Seal, unless melted and reduced by the Force of Fire; that is to say, Unless moulded and temper'd to Instruction, Length of Time and abundance of Difficulty.""","Defoe, Daniel (1660?-1731)",http://metaphors.lib.virginia.edu/metaphors/16968,seascape_lump_soft_wax_harden_sealing_w_4560,1700-1750,1700
Government,1800,"""Ah! when will the yoke of Custom--Custom, the blind tyrant, of which all the other tyrants make their slave--ah! when will that misery-perpetuating yoke be shaken off?--when, when will Reason be seated on her throne?""","Bentham, Jeremy (1748-1832)",http://metaphors.lib.virginia.edu/metaphors/17903,portrait_tyrants_make_slave_tyrants_mak_12753,1800-1900,1800
Music,1800,"""Poetry is the music of language, expressing the music of the mind.""","Hazlitt, William (1778-1830)",http://metaphors.lib.virginia.edu/metaphors/20451,landscape_music_music_12758,1800-1900,1800
Architecture,1800,"""This Lifes dim Windows of the Soul / Distorts the Heavens from Pole to Pole / And leads you to Believe a Lie / When you see with not thro the Eye / That was born in a night to perish in a night / When the Soul slept in the beams of Light.""","Blake, William (1757-1827)",http://metaphors.lib.virginia.edu/metaphors/8661,landscape_lifes_windows_heavens_pole_pol_12765,1800-1900,1800
"Population,Architecture,Motion",1700,"""Yet we must not suppose that they are continually in their Retirement; they would become useless if they were so. But on the contrary, great Numbers of them are always going to and fro; and if one of them chances to go by the Cell or Lodge of another which has the least real or imaginary conformity with it, out pops the retired Image, and immediately joins the wandering one. This never so obviously happens, as when a new Image is introduced into the Brain, who as soon as he appears, occasions great Commotions among all the old Inhabitants who either have, or think they have, any resemblance or relation to the new Comers.""","Arbuckle, James (d. 1742)",http://metaphors.lib.virginia.edu/metaphors/21524,landscape_numbers_one_old_inhabitants_co_4584,1700-1750,1700
"Uncategorized,Government,Population",1700,"""Now, according to my supposition, there being no active intelligent Being, who, by his Presence and Superintendency, governs and directs the Course of those vagabond Images, every thing in the Brain resembles the fortuitous concourse of Atoms.""","Arbuckle, James (d. 1742)",http://metaphors.lib.virginia.edu/metaphors/21525,landscape_superintendency_governs_direct_4585,1700-1750,1700
Usage,1800,A gentle soul may have no revenge in it and be whole in tenderness,"Keats, John (1795-1821)",http://metaphors.lib.virginia.edu/metaphors/16444,landscape__12779,1800-1900,1800
Uncategorized,1800,"The soul may be bent like a ""spiritual bow"" and ""twang'd"" inwardly","Keats, John (1795-1821)",http://metaphors.lib.virginia.edu/metaphors/16445,portrait_bow_12780,1800-1900,1800
Uncategorized,1800,Herald thought may be sent into a wilderness to dress an uncertain path with green,"Keats, John (1795-1821)",http://metaphors.lib.virginia.edu/metaphors/16446,landscape_thought_12781,1800-1900,1800
"Government,War",1700,"""[I]n vain I strove to conquer a Passion that had mingled with my Soul, and reigned in every Vein""","Aubin, Penelope (1679?-1731?)",http://metaphors.lib.virginia.edu/metaphors/12195,landscape_conquer_passion_passion_4594,1700-1750,1700
Impressions,1700,"""[T]he Person of the Man, and the Manner in which he delivered his Message, made such an Impression on her Mind, that she was in an instant changed""","Aubin, Penelope (1679?-1731?)",http://metaphors.lib.virginia.edu/metaphors/12232,landscape_impression_4595,1700-1750,1700
Impressions,1700,"""But the whole Scene of this Voyage made so strong an Impression on my Mind, and is so deeply fixed in my Memory, that in committing it to Paper I did not omit one material Circumstance.""","Swift, Jonathan (1667-1745)",http://metaphors.lib.virginia.edu/metaphors/11575,landscape_impression_mind_4599,1700-1750,1700
"Government,Optics",1800,"""Such mirror is the human mind, / When calm composure gilds our day; / And such, alas! the change we find, / When ruffling passions mark their sway.""","Park, Thomas (1759-1834)",http://metaphors.lib.virginia.edu/metaphors/17776,portrait_mirror_ruffling_passions_mark__12792,1800-1900,1800
"Animals,Optics",1700,"""Must these like empty shadows pass, / Or forms reflected from a glass? / Or mere chimeras in the mind, / That fly, and leave no marks behind?""","Swift, Jonathan (1667-1745)",http://metaphors.lib.virginia.edu/metaphors/11605,still_life_reflected_glass_chimeras_4618,1700-1750,1700
Government,1800,"Reason may ""re-ascend her throne"" after a burst of ""salutary tears""","Crabbe, George (1754-1832)",http://metaphors.lib.virginia.edu/metaphors/16458,landscape_ascend_throne_12814,1800-1900,1800
